text,intent
Giúp tôi xem làm sao đến sân trường được không,map_help
Giup toi xem lam sao den san truong duoc khong,map_help
Tôi muốn hỏi tôi đã ghi danh hoạt động gì trong hệ thống giúp mình,my_activities
Toi muon hoi toi da ghi danh hoat dong gi trong he thong giup minh,my_activities
Bạn giải thích giúp tôi đang có bao nhiêu điểm ở đâu,training_score
Ban giai thich giup toi dang co bao nhieu diem o dau,training_score
Bạn kiểm tra giúp điểm học kỳ này của tôi bao nhiêu được không bạn,training_score
Ban kiem tra giup diem hoc ky nay cua toi bao nhieu duoc khong ban,training_score
Giúp tôi xem xin chào ITConnect trên ITConnect,greeting
Giup toi xem xin chao ITConnect tren ITConnect,greeting
Xem các hoạt động đã đăng ký như thế nào,my_activities
Xem cac hoat dong da dang ky nhu the nao,my_activities
Cho mình hỏi tắt nhắc nhở hoạt động như thế nào hiện tại,notification_help
Cho minh hoi tat nhac nho hoat dong nhu the nao hien tai,notification_help
Bạn giải thích giúp chào chatbot hiện tại,greeting
Ban giai thich giup chao chatbot hien tai,greeting
Làm ơn cho tôi biết hello giúp tôi,greeting
Lam on cho toi biet hello giup toi,greeting
Hỏi chút là không check in có bị trừ điểm không như thế nào,absent_penalty
Hoi chut la khong check in co bi tru diem khong nhu the nao,absent_penalty
Tui cần xem tư vấn mua laptop giúp tôi,unknown
Tui can xem tu van mua laptop giup toi,unknown
Cho tôi xem cách quét mã QR điểm danh giúp tôi,check_in_guide
Cho toi xem cach quet ma QR diem danh giup toi,check_in_guide
Cho tôi xem tư vấn mua laptop nhé,unknown
Cho toi xem tu van mua laptop nhe,unknown
Hỏi chút là vắng hoạt động đã đăng ký có sao không như thế nào,absent_penalty
Hoi chut la vang hoat dong da dang ky co sao khong nhu the nao,absent_penalty
Có thể cho tôi biết điểm rèn luyện của học kỳ hiện tại hiện tại,training_score
Co the cho toi biet diem ren luyen cua hoc ky hien tai hien tai,training_score
Bạn cho tôi biết báo lỗi ứng dụng vậy,feedback_help
Ban cho toi biet bao loi ung dung vay,feedback_help
Cho tôi xem xin chào nha,greeting
Cho toi xem xin chao nha,greeting
Mình cần biết bị đánh dấu vắng thì xử lý sao,absent_penalty
Minh can biet bi danh dau vang thi xu ly sao,absent_penalty
Bạn giải thích giúp game nào hay cho tôi nha,unknown
Ban giai thich giup game nao hay cho toi nha,unknown
Làm ơn cho tôi biết làm sao nhận tin tức quan trọng nhé bạn,notification_help
Lam on cho toi biet lam sao nhan tin tuc quan trong nhe ban,notification_help
Tôi cần xem tôi phải check in như thế nào được không bạn,check_in_guide
Toi can xem toi phai check in nhu the nao duoc khong ban,check_in_guide
Cho tôi xem tuần này có hoạt động nào không được không,upcoming_activity
Cho toi xem tuan nay co hoat dong nao khong duoc khong,upcoming_activity
Cho tôi xem xem các hoạt động đã đăng ký nha,my_activities
Cho toi xem xem cac hoat dong da dang ky nha,my_activities
Mình muốn biết chào bạn trên ITConnect,greeting
Minh muon biet chao ban tren ITConnect,greeting
Bạn giải thích giúp tôi cần minh chứng gì khi điểm danh nha,check_in_guide
Ban giai thich giup toi can minh chung gi khi diem danh nha,check_in_guide
Giúp tôi xem tìm vị trí phòng tổ chức trong hệ thống,map_help
Giup toi xem tim vi tri phong to chuc trong he thong,map_help
Có thể cho tôi biết kiểm tra hoạt động đã đăng ký được không,my_activities
Co the cho toi biet kiem tra hoat dong da dang ky duoc khong,my_activities
Bạn giải thích giúp vắng hoạt động đã đăng ký có sao không trong app giúp tôi,absent_penalty
Ban giai thich giup vang hoat dong da dang ky co sao khong trong app giup toi,absent_penalty
Hỏi chút là minh chứng không hợp lệ có bị trừ điểm không với,absent_penalty
Hoi chut la minh chung khong hop le co bi tru diem khong voi,absent_penalty
Giúp tôi xem địa điểm workshop ở đâu nha,map_help
Giup toi xem dia diem workshop o dau nha,map_help
Tôi cần xem hoạt động nào gần nhất cho tôi,upcoming_activity
Toi can xem hoat dong nao gan nhat cho toi,upcoming_activity
Cho mình hỏi tuần này có hoạt động nào không trong hệ thống,upcoming_activity
Cho minh hoi tuan nay co hoat dong nao khong trong he thong,upcoming_activity
Làm ơn cho tôi biết tôi cần liên hệ khoa được không bạn,feedback_help
Lam on cho toi biet toi can lien he khoa duoc khong ban,feedback_help
Bạn giải thích giúp tôi muốn báo lỗi thông báo nhé,feedback_help
Ban giai thich giup toi muon bao loi thong bao nhe,feedback_help
Cho tôi xem hướng dẫn check in hoạt động cho tôi,check_in_guide
Cho toi xem huong dan check in hoat dong cho toi,check_in_guide
Tôi muốn hỏi tình trạng điểm danh của tôi là gì được không bạn,attendance_status
Toi muon hoi tinh trang diem danh cua toi la gi duoc khong ban,attendance_status
Bạn cho tôi biết có seminar nào sắp tới không giúp tôi bạn,upcoming_activity
Ban cho toi biet co seminar nao sap toi khong giup toi ban,upcoming_activity
Giúp tôi xem cài đặt thông báo như thế nào như thế nào,notification_help
Giup toi xem cai dat thong bao nhu the nao nhu the nao,notification_help
Tôi cần hỗ trợ tài khoản,feedback_help
Toi can ho tro tai khoan,feedback_help
Hỏi chút là vắng thì bị trừ bao nhiêu điểm,absent_penalty
Hoi chut la vang thi bi tru bao nhieu diem,absent_penalty
Cho mình hỏi hoạt động gần đây có gì hiện tại,upcoming_activity
Cho minh hoi hoat dong gan day co gi hien tai,upcoming_activity
Mình cần biết tôi cần làm gì để check in được không ạ,check_in_guide
Minh can biet toi can lam gi de check in duoc khong a,check_in_guide
Cho tôi hỏi alo bạn ơi được không bạn,greeting
Cho toi hoi alo ban oi duoc khong ban,greeting
Có thể cho tôi biết danh sách hoạt động sắp tới ở đâu,upcoming_activity
Co the cho toi biet danh sach hoat dong sap toi o dau,upcoming_activity
Có thể cho tôi biết admin đã duyệt minh chứng chưa nhé,attendance_status
Co the cho toi biet admin da duyet minh chung chua nhe,attendance_status
Hôm nay ăn gì vậy,unknown
Hom nay an gi vay,unknown
Bạn kiểm tra giúp bản đồ ở đâu trong app,map_help
Ban kiem tra giup ban do o dau trong app,map_help
Mình muốn biết điểm rèn luyện có tối đa bao nhiêu được không bạn,training_score
Minh muon biet diem ren luyen co toi da bao nhieu duoc khong ban,training_score
Hướng dẫn check in hoạt động,check_in_guide
Huong dan check in hoat dong,check_in_guide
Mình muốn biết tôi muốn góp ý giao diện giúp tôi,feedback_help
Minh muon biet toi muon gop y giao dien giup toi,feedback_help
Tôi cần xem tôi đăng ký workshop nào trong app,my_activities
Toi can xem toi dang ky workshop nao trong app,my_activities
Bạn cho tôi biết bạn biết nấu ăn không hiện tại,unknown
Ban cho toi biet ban biet nau an khong hien tai,unknown
Làm ơn cho tôi biết chào buổi chiều được không,greeting
Lam on cho toi biet chao buoi chieu duoc khong,greeting
Tôi muốn hỏi bạn hỗ trợ sinh viên đúng không ở đâu,greeting
Toi muon hoi ban ho tro sinh vien dung khong o dau,greeting
Tôi bị từ chối có được cộng điểm không,absent_penalty
Toi bi tu choi co duoc cong diem khong,absent_penalty
Bạn cho tôi biết cách báo lỗi hệ thống với,feedback_help
Ban cho toi biet cach bao loi he thong voi,feedback_help
Mình muốn biết tôi có đạt loại tốt không ở đâu,training_score
Minh muon biet toi co dat loai tot khong o dau,training_score
Có thể cho tôi biết tôi được duyệt hoạt động nào trong app,attendance_status
Co the cho toi biet toi duoc duyet hoat dong nao trong app,attendance_status
Hỏi chút là tôi đăng ký seminar nào được không,my_activities
Hoi chut la toi dang ky seminar nao duoc khong,my_activities
Hỏi chút là tôi có lịch chương trình không trong hệ thống bạn,my_activities
Hoi chut la toi co lich chuong trinh khong trong he thong ban,my_activities
Cho tôi xem sự kiện nào đang mở như thế nào,upcoming_activity
Cho toi xem su kien nao dang mo nhu the nao,upcoming_activity
Tôi muốn nhận nhắc nhở hoạt động,notification_help
Toi muon nhan nhac nho hoat dong,notification_help
Điểm rèn luyện có bị trừ không,training_score
Diem ren luyen co bi tru khong,training_score
Có hoạt động mới không,upcoming_activity
Co hoat dong moi khong,upcoming_activity
Tui muốn hỏi hoạt động CLB gần nhất là gì trong app,upcoming_activity
Tui muon hoi hoat dong CLB gan nhat la gi trong app,upcoming_activity
Cho tôi xem tư vấn mua điện thoại bạn,unknown
Cho toi xem tu van mua dien thoai ban,unknown
Có thể cho tôi biết ngày mai có hoạt động nào không ở đâu,upcoming_activity
Co the cho toi biet ngay mai co hoat dong nao khong o dau,upcoming_activity
Mình muốn biết có hoạt động nào sắp tới không được không ạ giúp tôi,upcoming_activity
Minh muon biet co hoat dong nao sap toi khong duoc khong a giup toi,upcoming_activity
Bạn kiểm tra giúp cách gửi góp ý cho tôi,feedback_help
Ban kiem tra giup cach gui gop y cho toi,feedback_help
Tôi đang có bao nhiêu điểm trong app,training_score
Toi dang co bao nhieu diem trong app,training_score
Hỏi chút là tôi đăng ký seminar nào ở đâu,my_activities
Hoi chut la toi dang ky seminar nao o dau,my_activities
Hỏi chút là cách hoàn tất điểm danh được không ạ,check_in_guide
Hoi chut la cach hoan tat diem danh duoc khong a,check_in_guide
Bạn giải thích giúp danh sách đăng ký của tôi hiện tại,my_activities
Ban giai thich giup danh sach dang ky cua toi hien tai,my_activities
Tôi cần xem nhắc nhở hoạt động ở đâu ở đâu,notification_help
Toi can xem nhac nho hoat dong o dau o dau,notification_help
Hỏi chút là có sự kiện nào phù hợp để tham gia được không ạ,upcoming_activity
Hoi chut la co su kien nao phu hop de tham gia duoc khong a,upcoming_activity
Hỏi chút là vắng thì bị trừ bao nhiêu điểm cho tôi,absent_penalty
Hoi chut la vang thi bi tru bao nhieu diem cho toi,absent_penalty
Bạn kiểm tra giúp điểm học kỳ này của tôi bao nhiêu hiện tại,training_score
Ban kiem tra giup diem hoc ky nay cua toi bao nhieu hien tai,training_score
Mình muốn biết tôi cần minh chứng gì khi điểm danh được không,check_in_guide
Minh muon biet toi can minh chung gi khi diem danh duoc khong,check_in_guide
Điểm danh của tôi có hợp lệ không,attendance_status
Diem danh cua toi co hop le khong,attendance_status
Tôi muốn hỏi bị vắng một hoạt động thì trừ bao nhiêu,absent_penalty
Toi muon hoi bi vang mot hoat dong thi tru bao nhieu,absent_penalty
Đường đi đến địa điểm hoạt động,map_help
Duong di den dia diem hoat dong,map_help
Bạn kiểm tra giúp kiểm tra hoạt động đã đăng ký được không,my_activities
Ban kiem tra giup kiem tra hoat dong da dang ky duoc khong,my_activities
Mình cần biết danh sách đăng ký của tôi được không ạ,my_activities
Minh can biet danh sach dang ky cua toi duoc khong a,my_activities
Cho tôi xem tôi có thể chọn mã QR từ thư viện không với,check_in_guide
Cho toi xem toi co the chon ma QR tu thu vien khong voi,check_in_guide
Cho tôi xem điểm sau khi bị từ chối minh chứng hiện tại giúp tôi,training_score
Cho toi xem diem sau khi bi tu choi minh chung hien tai giup toi,training_score
Giúp tôi xem hoạt động nào đang mở đăng ký giúp tôi,upcoming_activity
Giup toi xem hoat dong nao dang mo dang ky giup toi,upcoming_activity
Làm ơn cho tôi biết xem các hoạt động đã đăng ký nhé nhé,my_activities
Lam on cho toi biet xem cac hoat dong da dang ky nhe nhe,my_activities
Tôi cần xem hoạt động học thuật sắp tới được không bạn,upcoming_activity
Toi can xem hoat dong hoc thuat sap toi duoc khong ban,upcoming_activity
Bạn cho tôi biết tôi muốn gửi lời nhắn cho admin trong hệ thống,feedback_help
Ban cho toi biet toi muon gui loi nhan cho admin trong he thong,feedback_help
Bạn giải thích giúp tôi đã điểm danh chưa trong hệ thống,attendance_status
Ban giai thich giup toi da diem danh chua trong he thong,attendance_status
Tôi muốn hỏi không điểm danh có bị trừ điểm không được không,absent_penalty
Toi muon hoi khong diem danh co bi tru diem khong duoc khong,absent_penalty
Làm ơn cho tôi biết map trong ITConnect ở đâu như thế nào,map_help
Lam on cho toi biet map trong ITConnect o dau nhu the nao,map_help
Bạn có yêu tôi không,unknown
Ban co yeu toi khong,unknown
Mình cần biết tôi muốn xem điểm và xếp loại được không bạn,training_score
Minh can biet toi muon xem diem va xep loai duoc khong ban,training_score
Bạn cho tôi biết tìm đường đến hội trường nhé,map_help
Ban cho toi biet tim duong den hoi truong nhe,map_help
Các hoạt động trong tài khoản của tôi,my_activities
Cac hoat dong trong tai khoan cua toi,my_activities
Giúp tôi xem tôi cần chỉ đường trong trường trong app,map_help
Giup toi xem toi can chi duong trong truong trong app,map_help
Giúp tôi xem vắng bị trừ 6 điểm phải không hiện tại,absent_penalty
Giup toi xem vang bi tru 6 diem phai khong hien tai,absent_penalty
Mình cần biết chào trợ lý được không bạn,greeting
Minh can biet chao tro ly duoc khong ban,greeting
Tôi cần hỏi nhanh,greeting
Toi can hoi nhanh,greeting
Tôi cần xem tôi muốn biết loại rèn luyện trong hệ thống,training_score
Toi can xem toi muon biet loai ren luyen trong he thong,training_score
Cho mình hỏi điểm của tôi sau khi hoàn thành hoạt động trong app,training_score
Cho minh hoi diem cua toi sau khi hoan thanh hoat dong trong app,training_score
Có ai hỗ trợ không,greeting
Co ai ho tro khong,greeting
Tôi muốn hỏi trạng thái check in của tôi được không,attendance_status
Toi muon hoi trang thai check in cua toi duoc khong,attendance_status
Mình muốn hỏi tìm khu nhà trong trường được không,map_help
Minh muon hoi tim khu nha trong truong duoc khong,map_help
Tôi muốn hỏi tôi có đang chờ xử lý không trong hệ thống bạn,attendance_status
Toi muon hoi toi co dang cho xu ly khong trong he thong ban,attendance_status
Khi nào bị trừ điểm hoạt động,absent_penalty
Khi nao bi tru diem hoat dong,absent_penalty
Hỏi chút là bị từ chối điểm danh thì sao được không ạ giúp mình,absent_penalty
Hoi chut la bi tu choi diem danh thi sao duoc khong a giup minh,absent_penalty
Cho tôi hỏi cách xem thông báo chưa đọc giúp tôi,notification_help
Cho toi hoi cach xem thong bao chua doc giup toi,notification_help
Bạn cho tôi biết làm sao kiếm tiền online cho tôi,unknown
Ban cho toi biet lam sao kiem tien online cho toi,unknown
Mình cần biết bị từ chối điểm danh thì sao nha,absent_penalty
Minh can biet bi tu choi diem danh thi sao nha,absent_penalty
Mình cần xem có hoạt động trong tuần sau không được không,upcoming_activity
Minh can xem co hoat dong trong tuan sau khong duoc khong,upcoming_activity
Có thể cho tôi biết điểm danh thất bại có bị trừ điểm không trong app,absent_penalty
Co the cho toi biet diem danh that bai co bi tru diem khong trong app,absent_penalty
Tư vấn mua laptop,unknown
Tu van mua laptop,unknown
Có thể cho tôi biết tôi phải check in như thế nào hiện tại,check_in_guide
Co the cho toi biet toi phai check in nhu the nao hien tai,check_in_guide
Cho tôi xem tôi muốn xem tin quan trọng như thế nào bạn,notification_help
Cho toi xem toi muon xem tin quan trong nhu the nao ban,notification_help
Bạn giải thích giúp sự kiện nào đang mở,upcoming_activity
Ban giai thich giup su kien nao dang mo,upcoming_activity
Hỏi chút là có ai hỗ trợ không trong app,greeting
Hoi chut la co ai ho tro khong trong app,greeting
Bạn kiểm tra giúp điểm hiện tại của tôi là bao nhiêu ở đâu,training_score
Ban kiem tra giup diem hien tai cua toi la bao nhieu o dau,training_score
Bạn cho tôi biết báo lỗi không hiện hoạt động nhé,feedback_help
Ban cho toi biet bao loi khong hien hoat dong nhe,feedback_help
Bạn cho tôi biết hoạt động tôi đã ghi danh giúp tôi,my_activities
Ban cho toi biet hoat dong toi da ghi danh giup toi,my_activities
Cho mình hỏi tôi muốn dùng chatbot ở đâu,greeting
Cho minh hoi toi muon dung chatbot o dau,greeting
Bạn kiểm tra giúp cách tìm phòng học trong hệ thống,map_help
Ban kiem tra giup cach tim phong hoc trong he thong,map_help
Tui muốn hỏi vắng hoạt động bị trừ mấy điểm nhé,absent_penalty
Tui muon hoi vang hoat dong bi tru may diem nhe,absent_penalty
Cho mình hỏi thông báo của tôi ở đâu với,notification_help
Cho minh hoi thong bao cua toi o dau voi,notification_help
Có thể cho tôi biết tôi cần liên hệ khoa giúp tôi,feedback_help
Co the cho toi biet toi can lien he khoa giup toi,feedback_help
Tôi cần xem hoạt động của tôi có gì nhé,my_activities
Toi can xem hoat dong cua toi co gi nhe,my_activities
Mấy giờ rồi nha,unknown
May gio roi nha,unknown
Cho mình hỏi điểm danh của tôi có hợp lệ không cho tôi,attendance_status
Cho minh hoi diem danh cua toi co hop le khong cho toi,attendance_status
Cho tôi hỏi liên hệ admin như thế nào trong hệ thống,feedback_help
Cho toi hoi lien he admin nhu the nao trong he thong,feedback_help
Cho tôi hỏi tôi muốn mở thông báo ở đâu,notification_help
Cho toi hoi toi muon mo thong bao o dau,notification_help
Những hoạt động còn mở đăng ký,upcoming_activity
Nhung hoat dong con mo dang ky,upcoming_activity
Tui cần xem tôi đã đăng ký những chương trình nào nhé,my_activities
Tui can xem toi da dang ky nhung chuong trinh nao nhe,my_activities
Giúp tôi xem danh sách sự kiện sắp diễn ra trong hệ thống,upcoming_activity
Giup toi xem danh sach su kien sap dien ra trong he thong,upcoming_activity
Hỏi chút là alo chatbot trong hệ thống,greeting
Hoi chut la alo chatbot trong he thong,greeting
Cho tôi hỏi thông báo đã đọc xem lại ở đâu ở đâu,notification_help
Cho toi hoi thong bao da doc xem lai o dau o dau,notification_help
Bạn kiểm tra giúp bạn có thể dịch tiếng Anh không được không ạ bạn,unknown
Ban kiem tra giup ban co the dich tieng Anh khong duoc khong a ban,unknown
Thông báo quan trọng nằm ở đâu,notification_help
Thong bao quan trong nam o dau,notification_help
Có thể cho tôi biết tôi có đạt loại khá không được không ạ,training_score
Co the cho toi biet toi co dat loai kha khong duoc khong a,training_score
Hỏi chút là tôi muốn góp ý giao diện ở đâu,feedback_help
Hoi chut la toi muon gop y giao dien o dau,feedback_help
Cho mình hỏi kiểm tra điểm rèn luyện giúp tôi trong app,training_score
Cho minh hoi kiem tra diem ren luyen giup toi trong app,training_score
Cho mình hỏi tư vấn mua điện thoại trên ITConnect,unknown
Cho minh hoi tu van mua dien thoai tren ITConnect,unknown
Tôi cần xem điểm của tôi sau khi hoàn thành hoạt động hiện tại ạ,training_score
Toi can xem diem cua toi sau khi hoan thanh hoat dong hien tai a,training_score
Vắng bị trừ 6 điểm phải không,absent_penalty
Vang bi tru 6 diem phai khong,absent_penalty
Tìm khu nhà trong trường,map_help
Tim khu nha trong truong,map_help
Cho tôi xem chào hệ thống được không bạn,greeting
Cho toi xem chao he thong duoc khong ban,greeting
Em cần xem admin đã duyệt minh chứng chưa trong hệ thống,attendance_status
Em can xem admin da duyet minh chung chua trong he thong,attendance_status
Mình cần biết mình cần trợ giúp ở đâu với ạ,greeting
Minh can biet minh can tro giup o dau voi a,greeting
Cho mình hỏi điểm rèn luyện của tôi hiện đang là mấy ở đâu nha,training_score
Cho minh hoi diem ren luyen cua toi hien dang la may o dau nha,training_score
Mình cần biết cách gửi nội dung phản ánh trong app,feedback_help
Minh can biet cach gui noi dung phan anh trong app,feedback_help
Cho tôi xem sắp tới trường có chương trình gì với giúp tôi,upcoming_activity
Cho toi xem sap toi truong co chuong trinh gi voi giup toi,upcoming_activity
Làm sao xem vị trí hội trường,map_help
Lam sao xem vi tri hoi truong,map_help
Mình cần biết bài hát nào hay giúp tôi ạ,unknown
Minh can biet bai hat nao hay giup toi a,unknown
Cho tôi hỏi mục góp ý nằm ở đâu giúp tôi,feedback_help
Cho toi hoi muc gop y nam o dau giup toi,feedback_help
Mình muốn biết xem hoạt động theo học kỳ của tôi được không ạ,my_activities
Minh muon biet xem hoat dong theo hoc ky cua toi duoc khong a,my_activities
Tôi cần xem vắng thì bị trừ bao nhiêu điểm được không,absent_penalty
Toi can xem vang thi bi tru bao nhieu diem duoc khong,absent_penalty
Bạn kiểm tra giúp minh chứng đang ở đâu vậy,attendance_status
Ban kiem tra giup minh chung dang o dau vay,attendance_status
Cho tôi hỏi mục góp ý nằm ở đâu hiện tại,feedback_help
Cho toi hoi muc gop y nam o dau hien tai,feedback_help
Tôi muốn hỏi vắng hoạt động đã đăng ký có sao không cho tôi,absent_penalty
Toi muon hoi vang hoat dong da dang ky co sao khong cho toi,absent_penalty
Hỏi chút là bị vắng một hoạt động thì trừ bao nhiêu được không ạ,absent_penalty
Hoi chut la bi vang mot hoat dong thi tru bao nhieu duoc khong a,absent_penalty
Cho tôi xem kể chuyện cười đi hiện tại,unknown
Cho toi xem ke chuyen cuoi di hien tai,unknown
Làm ơn cho tôi biết điểm rèn luyện có tối đa bao nhiêu như thế nào,training_score
Lam on cho toi biet diem ren luyen co toi da bao nhieu nhu the nao,training_score
Bạn kiểm tra giúp tôi không biết cách điểm danh trong app,check_in_guide
Ban kiem tra giup toi khong biet cach diem danh trong app,check_in_guide
Bạn giải thích giúp làm sao đến sân trường vậy,map_help
Ban giai thich giup lam sao den san truong vay,map_help
Cho tôi hỏi tôi đã ghi danh hoạt động gì được không ạ,my_activities
Cho toi hoi toi da ghi danh hoat dong gi duoc khong a,my_activities
Làm ơn cho tôi biết hoạt động gần đây có gì hiện tại,upcoming_activity
Lam on cho toi biet hoat dong gan day co gi hien tai,upcoming_activity
Mình muốn biết tôi muốn kiểm tra kết quả check in trong hệ thống,attendance_status
Minh muon biet toi muon kiem tra ket qua check in trong he thong,attendance_status
Mình cần biết bạn có thể trả lời tôi không trong hệ thống,greeting
Minh can biet ban co the tra loi toi khong trong he thong,greeting
Cho tôi hỏi bản đồ trường mở thế nào trên ITConnect bạn,map_help
Cho toi hoi ban do truong mo the nao tren ITConnect ban,map_help
Giúp tôi xem làm sao biết có hoạt động mới,notification_help
Giup toi xem lam sao biet co hoat dong moi,notification_help
Bạn kiểm tra giúp tuần này có hoạt động nào không nhé,upcoming_activity
Ban kiem tra giup tuan nay co hoat dong nao khong nhe,upcoming_activity
Hỏi chút là cách gửi minh chứng điểm danh,check_in_guide
Hoi chut la cach gui minh chung diem danh,check_in_guide
Cho mình hỏi bạn hỗ trợ sinh viên đúng không vậy,greeting
Cho minh hoi ban ho tro sinh vien dung khong vay,greeting
Bạn cho tôi biết điểm danh QR ở đâu cho tôi,check_in_guide
Ban cho toi biet diem danh QR o dau cho toi,check_in_guide
Hoạt động tôi đã chọn được không bạn,my_activities
Hoat dong toi da chon duoc khong ban,my_activities
Hỏi chút là admin đã duyệt minh chứng chưa nha,attendance_status
Hoi chut la admin da duyet minh chung chua nha,attendance_status
Giúp tôi xem mở bản đồ như thế nào nha,map_help
Giup toi xem mo ban do nhu the nao nha,map_help
Tôi cần xem xem điểm hoạt động của tôi nhé,training_score
Toi can xem xem diem hoat dong cua toi nhe,training_score
Mình muốn biết tôi cần hỗ trợ giúp tôi,greeting
Minh muon biet toi can ho tro giup toi,greeting
Cho tôi hỏi hoạt động gần đây có gì ở đâu,upcoming_activity
Cho toi hoi hoat dong gan day co gi o dau,upcoming_activity
Tôi cần liên hệ khoa,feedback_help
Toi can lien he khoa,feedback_help
Giúp tôi xem báo sự cố hoạt động với,feedback_help
Giup toi xem bao su co hoat dong voi,feedback_help
Giúp tôi xem tôi muốn xem tin quan trọng nhé,notification_help
Giup toi xem toi muon xem tin quan trong nhe,notification_help
Chào chatbot được không bạn,greeting
Chao chatbot duoc khong ban,greeting
Mình cần biết map trong ITConnect ở đâu ở đâu,map_help
Minh can biet map trong ITConnect o dau o dau,map_help
Tôi cần xem tôi muốn hỏi thông tin cho tôi,greeting
Toi can xem toi muon hoi thong tin cho toi,greeting
Có thể cho tôi biết tôi muốn dùng chatbot ở đâu,greeting
Co the cho toi biet toi muon dung chatbot o dau,greeting
Bạn giải thích giúp tôi được duyệt hoạt động nào được không ạ,attendance_status
Ban giai thich giup toi duoc duyet hoat dong nao duoc khong a,attendance_status
Tôi cần xem có ai hỗ trợ không nha,greeting
Toi can xem co ai ho tro khong nha,greeting
Bạn cho tôi biết tôi cần hỗ trợ trong app,greeting
Ban cho toi biet toi can ho tro trong app,greeting
Làm ơn cho tôi biết tôi muốn bật thông báo vậy,notification_help
Lam on cho toi biet toi muon bat thong bao vay,notification_help
Cách sử dụng mã QR để điểm danh trong hệ thống,check_in_guide
Cach su dung ma QR de diem danh trong he thong,check_in_guide
Có thể cho tôi biết liên hệ admin như thế nào nha,feedback_help
Co the cho toi biet lien he admin nhu the nao nha,feedback_help
Cho tôi xem hoạt động gần nhất là gì được không ạ,upcoming_activity
Cho toi xem hoat dong gan nhat la gi duoc khong a,upcoming_activity
Bạn cho tôi biết danh sách sự kiện sắp diễn ra ở đâu,upcoming_activity
Ban cho toi biet danh sach su kien sap dien ra o dau,upcoming_activity
Có thể cho tôi biết xếp loại rèn luyện của tôi là gì nhé,training_score
Co the cho toi biet xep loai ren luyen cua toi la gi nhe,training_score
Bạn cho tôi biết điểm danh của tôi đang ở trạng thái nào vậy,attendance_status
Ban cho toi biet diem danh cua toi dang o trang thai nao vay,attendance_status
Mình muốn biết kiểm tra hoạt động đã đăng ký nha,my_activities
Minh muon biet kiem tra hoat dong da dang ky nha,my_activities
Cho tôi xem gửi ý kiến cho quản trị viên trong app,feedback_help
Cho toi xem gui y kien cho quan tri vien trong app,feedback_help
Làm ơn cho tôi biết danh sách hoạt động tôi đăng ký ở đâu,my_activities
Lam on cho toi biet danh sach hoat dong toi dang ky o dau,my_activities
Hỏi chút là tôi muốn xem bản đồ trường vậy,map_help
Hoi chut la toi muon xem ban do truong vay,map_help
Hỏi chút là tôi có đạt loại khá không với,training_score
Hoi chut la toi co dat loai kha khong voi,training_score
Bạn kiểm tra giúp cách hoàn tất điểm danh được không,check_in_guide
Ban kiem tra giup cach hoan tat diem danh duoc khong,check_in_guide
Làm ơn cho tôi biết chào hệ thống vậy,greeting
Lam on cho toi biet chao he thong vay,greeting
Bạn cho tôi biết cách xác nhận tham gia chương trình nhé bạn,check_in_guide
Ban cho toi biet cach xac nhan tham gia chuong trinh nhe ban,check_in_guide
Bạn cho tôi biết cách hoàn tất điểm danh ở đâu,check_in_guide
Ban cho toi biet cach hoan tat diem danh o dau,check_in_guide
Mình muốn biết từ chối minh chứng mất mấy điểm nhé,absent_penalty
Minh muon biet tu choi minh chung mat may diem nhe,absent_penalty
Hỏi chút là làm sao xem vị trí hội trường trong hệ thống,map_help
Hoi chut la lam sao xem vi tri hoi truong trong he thong,map_help
Tôi tham gia hoạt động nào,my_activities
Toi tham gia hoat dong nao,my_activities
Mình muốn biết tôi buồn quá trên ITConnect,unknown
Minh muon biet toi buon qua tren ITConnect,unknown
Bạn kiểm tra giúp gửi phản hồi cho admin ở đâu,feedback_help
Ban kiem tra giup gui phan hoi cho admin o dau,feedback_help
Hỏi chút là có hoạt động tháng này không được không,upcoming_activity
Hoi chut la co hoat dong thang nay khong duoc khong,upcoming_activity
Cho mình hỏi làm sao gửi yêu cầu hỗ trợ cho tôi,feedback_help
Cho minh hoi lam sao gui yeu cau ho tro cho toi,feedback_help
Bạn kiểm tra giúp cách tìm phòng học nhé,map_help
Ban kiem tra giup cach tim phong hoc nhe,map_help
Tôi đã điểm danh chưa,attendance_status
Toi da diem danh chua,attendance_status
Hỏi chút là tôi muốn báo lỗi đăng ký hoạt động trong hệ thống,feedback_help
Hoi chut la toi muon bao loi dang ky hoat dong trong he thong,feedback_help
Kể chuyện ma đi,unknown
Ke chuyen ma di,unknown
Bị đánh dấu vắng thì xử lý sao,absent_penalty
Bi danh dau vang thi xu ly sao,absent_penalty
Hỏi chút là tôi muốn hỏi về ứng dụng nha,greeting
Hoi chut la toi muon hoi ve ung dung nha,greeting
Mình cần biết cách xem thông báo chưa đọc,notification_help
Minh can biet cach xem thong bao chua doc,notification_help
Mình cần biết tôi không thấy thông báo trong app,notification_help
Minh can biet toi khong thay thong bao trong app,notification_help
Bạn cho tôi biết cách quay video minh chứng trong app,check_in_guide
Ban cho toi biet cach quay video minh chung trong app,check_in_guide
Làm ơn cho tôi biết điểm rèn luyện HK này thế nào được không,training_score
Lam on cho toi biet diem ren luyen HK nay the nao duoc khong,training_score
Tôi cần xem tôi có bị vắng không nha,attendance_status
